ID,Sex,Age,Region,Children,Est_Income,Car_Owner,Status,Lifetime Segments,Loyalty Level,International Segments,Local Segments,Cancellations,Type Travel,Customer_Segments,Trips_To_The_Website_Yr
1069,M,53.28,3,2,89459.9,N,S,36.05,2,1.61,22.9,0,Business,High Income Families,7
1072,F,39.426667,2,1,13576.5,N,S,40.49,4,0,25.66,0,Business,High Income Families,8
1073,F,58.54,1,0,81710.9,N,S,36.42,4,0,15.46,1,Business,High Income Families,7
1076,F,53.12,3,2,67388,N,M,96.33,4,0.5,91.04,1,Business,High Income Families,19
1077,F,52.333333,2,1,57063,Y,M,98.1,4,0,81.3,0,Personal,Low Value and No Kids,20
1078,F,54.013333,3,2,84166.1,N,M,15.02,1,0,11.74,1,Business,High Income Families,3
1079,F,14.3,1,0,45612.9,N,S,323.82,4,0,311.29,0,Business,High Income Families,65
1084,F,42.666667,2,1,7737.94,N,S,61.9,4,0,50.84,0,Business,High Income Families,12
1085,M,42,3,2,120000,N,S,314.62,2,0,293.24,0,Personal,Low Value and No Kids,63
1086,F,29.026667,3,2,45287.6,Y,M,2.97,2,0,2.97,0,Business,High Income Families,1
1087,F,34.32,3,2,59613.1,N,M,175.78,4,0,163.41,0,Business,High Income Families,35
1089,F,50.613333,2,1,16326.7,N,S,1.34,2,0,1.34,0,Business,High Income Families,0
1092,F,51.38,3,2,9559.78,N,S,77.91,2,0,59.59,0,Business,High Income Families,16
1095,F,50.753333,3,2,42031.8,N,M,59.78,4,0,39.33,0,Personal,Low Value and No Kids,12
1097,F,28.42,3,2,83284.1,Y,M,35.96,3,0,9.04,0,Personal,Married No Kids,7
1098,M,26.26,2,1,39229.1,N,M,47.1,4,4.74,13.53,0,Business,High Income Families,9
1099,F,42.393333,2,1,68427.4,N,D,73.81,1,0,50.05,0,Personal,Married No Kids,15
1101,M,49.266667,1,0,3601.71,N,S,125.6,4,4.19,111.84,0,Personal,Married No Kids,25
1103,F,55.66,1,0,98716.3,N,S,43.13,4,8.23,13.92,0,Business,High Income Families,9
1104,F,62.48,3,2,66182.7,Y,S,58.87,4,0,47.17,0,Personal,Married No Kids,12
1105,F,50.433333,3,2,84789.3,N,M,33.47,4,8.8,10.45,0,Personal,Low Value and No Kids,7
1107,F,48.853333,3,2,35976.5,Y,M,50.63,4,0,31.78,0,Personal,Married No Kids,10
1108,F,64.92,1,0,32703.1,Y,M,72.89,4,0,56.09,0,Business,High Income Families,15
1110,F,52.973333,3,2,8204.72,N,M,39.79,2,0,24.19,0,Personal,Low Value and No Kids,8
1111,M,50.6,2,1,97180.4,N,M,63.51,3,9.63,45.66,0,Business,High Income Families,13
1112,F,60.226667,1,0,80405.1,N,M,28.98,4,8.95,17.11,0,Business,High Income Families,6
1113,F,33.74,3,2,38280,N,S,86.61,2,0,74.97,0,Personal,Married No Kids,17
1114,M,61.106667,1,0,64136.6,Y,S,142.37,1,1,125.15,0,Business,High Income Families,28
1116,F,61.713333,3,2,45429.7,Y,M,97.74,2,0,73.04,0,Personal,Low Value and No Kids,20
1118,F,53.986667,1,0,25285.5,N,S,21.3,3,0,11.93,0,Business,High Income Families,4
1119,F,33.6,3,2,77551.1,Y,M,62.42,3,0,41.89,1,Business,High Income Families,12
1120,F,12.326667,1,0,38538.4,N,M,47.66,1,8.32,16.48,0,Business,High Income Families,10
1127,M,21.38,1,0,92881.8,N,M,93.57,2,6.12,85.29,0,Business,High Income Families,19
1128,M,21.78,3,2,43634.5,N,S,143.5,2,9.42,104.64,0,Business,High Income Families,29
1132,F,62.606667,2,1,13109.1,N,S,62.87,1,0,40.48,0,Personal,Married No Kids,13
1133,M,56.046667,2,1,92647.5,N,S,32.13,2,5.74,10.34,0,Business,High Income Families,6
1134,M,62.753333,3,2,21021.6,Y,S,14.95,2,0,11.19,0,Business,High Income Families,3
1135,M,55.34,1,0,74460.7,Y,S,206.46,2,0.99,179.93,0,Business,High Income Families,41
1138,F,41.666667,3,2,28787.4,N,S,86.06,1,0,58.09,0,Personal,Married No Kids,17
1141,M,59.126667,2,1,13091.6,N,M,43.06,4,0,20.26,0,Business,High Income Families,9
1144,F,45.92,3,2,62061.8,Y,M,82.08,1,0,52.22,0,Personal,Married No Kids,16
1145,F,22.12,2,1,20550.9,Y,M,85.64,1,0.86,57.06,0,Business,High Income Families,17
1148,M,18.766667,3,2,1765.41,N,M,47.99,4,0,44.95,0,Business,High Income Families,10
1151,F,56.186667,3,2,19131.1,N,S,57.07,2,0,34.91,0,Personal,Married No Kids,11
1157,M,50.493333,3,2,42750.3,Y,M,134.97,2,1.97,112.4,0,Personal,Married No Kids,27
1159,F,45.92,3,2,2842.55,N,S,0.79,4,0,0.79,0,Personal,Married No Kids,0
1160,M,52.626667,3,2,22358.1,N,M,29.25,3,1.52,12.19,0,Business,High Income Families,6
1162,M,27.26,1,0,47870.8,Y,M,13.82,2,1.17,12.48,0,Business,High Income Families,3
1163,F,43,3,2,6440.46,Y,S,49.86,2,0,27.2,0,Personal,Low Value and No Kids,10
1164,F,36.92,1,0,7325.5,N,S,190.06,3,0,161.54,0,Business,High Income Families,38
1166,M,46.84,3,2,28766.9,N,M,64.2,1,0,58.08,0,Business,High Income Families,13
1171,M,38.733333,1,0,72928.2,N,S,203.67,2,0,196.22,0,Business,High Income Families,41
1172,M,25.033333,3,2,91272.2,Y,M,40,1,0,13.01,0,Business,High Income Families,8
1178,M,52.266667,1,0,65000,Y,S,137,1,9.7,115.66,1,Personal,Married No Kids,27
1182,M,19.306667,3,2,1406.05,Y,M,26.72,1,0,15.17,0,Business,High Income Families,5
1184,F,46,1,0,73228.3,N,S,50.58,3,0,28.11,0,Personal,Married No Kids,10
1185,F,63.806667,3,2,76231.9,N,S,152.76,3,0,150.75,0,Personal,Married No Kids,31
1190,M,52.146667,2,1,64792.3,N,M,51.41,1,1.51,36.84,0,Personal,Low Value and No Kids,10
1193,F,40.313333,1,0,93322.1,Y,S,38.72,1,0,8.79,0,Personal,Low Value and No Kids,8
1198,M,63.653333,2,1,63437.3,N,M,14.98,4,3.35,10.94,0,Business,High Income Families,3
1202,M,51.52,3,2,49910.7,Y,M,51.14,4,0,23.72,0,Business,High Income Families,10
1204,M,44.573333,2,1,76161.4,Y,M,37.55,3,0,25.58,0,Business,High Income Families,8
1205,F,14.573333,3,2,55860,Y,M,26.37,1,0,10.35,0,Business,High Income Families,5
1206,F,64.8,2,1,12686,N,S,103.88,4,0,80.64,0,Personal,Married No Kids,21
1214,M,53.253333,3,2,57360.8,Y,M,67.61,1,0,57.25,0,Business,High Income Families,14
1215,M,45.513333,1,0,92414.7,Y,M,40.06,1,0,10.62,0,Business,High Income Families,8
1216,M,42.14,1,0,60102.7,N,M,72.29,3,0,62.44,1,Personal,Low Value and No Kids,14
1218,F,52.646667,3,2,17888.7,N,M,361.88,2,0,332.46,0,Business,High Income Families,72
1219,F,53.553333,2,1,12526.3,N,S,40.59,3,0,28.86,0,Business,High Income Families,8
1222,F,60.933333,3,2,14578.8,Y,S,107.02,1,0,95.1,0,Personal,Married No Kids,21
1225,M,42.346667,1,0,78572.2,Y,M,51.09,1,0,29.28,1,Business,High Income Families,10
1226,M,17.86,2,1,3933.74,N,M,57.67,2,0,47.91,0,Business,High Income Families,12
1227,F,34.706667,3,2,48238.8,N,M,191.32,1,0,168.03,0,Business,High Income Families,38
1229,F,12.34,1,0,28770.9,N,M,49.6,3,5.32,16.27,0,Personal,Low Value and No Kids,10
1230,F,53.366667,3,2,87578.2,Y,M,22.44,4,0,22.15,0,Business,High Income Families,4
1231,F,13.906667,3,2,86695.4,N,M,58.03,1,0,32.09,0,Business,High Income Families,12
1233,F,43,3,2,76791.2,N,S,43.71,3,0,23,0,Business,High Income Families,9
1237,F,14.193333,2,1,30763.8,Y,S,57.17,3,0,35.85,0,Business,High Income Families,11
1238,F,54.046667,3,2,3193.6,N,M,118.82,3,0,114.62,1,Personal,Low Value and No Kids,24
1239,M,15.846667,2,1,69680.9,N,M,39.8,2,0,32.12,0,Business,High Income Families,8
1242,F,63.353333,1,0,77000,N,M,119.82,4,0,90.18,4,Personal,Married No Kids,24
1243,M,18.94,1,0,2056.06,Y,D,58.8,3,6.98,27.75,0,Personal,Married No Kids,12
1244,F,35.706667,3,2,7776.6,N,M,94.2,1,0,68.33,0,Business,High Income Families,19
1245,M,47.853333,2,1,2067.82,N,M,85.9,4,0,70.65,0,Business,High Income Families,17
1246,M,46,1,0,78000,N,S,20.74,4,7.66,8.49,0,Business,High Income Families,4
1248,F,42.166667,3,2,69343.3,N,M,21.91,1,0,15.54,0,Business,High Income Families,4
1249,F,42,1,0,83287,N,M,24.46,3,0,23.89,2,Personal,Married No Kids,5
1252,F,70,1,0,14932.5,N,M,11.42,3,0,6.5,0,Business,High Income Families,2
1253,F,70,1,0,27498.1,N,S,12.08,2,0,9.88,0,Business,High Income Families,2
1255,F,59.833333,3,2,21419.9,N,M,129.51,4,0,103.12,0,Business,High Income Families,26
1256,F,22.88,3,2,30665.2,Y,M,77.44,3,8.32,63.28,0,Personal,Married No Kids,15
1257,F,44,2,1,68000,Y,M,37.04,1,0,30.95,0,Personal,Married No Kids,7
1258,F,62,3,2,50561.3,N,M,129.91,3,0,113.31,1,Personal,Low Value and No Kids,26
1260,F,55,3,2,23464,Y,S,64.14,3,0,41.71,0,Business,High Income Families,13
1261,F,41,3,2,194.57,N,M,67.21,4,0,38.95,0,Business,High Income Families,13
1262,F,62,2,1,98680.4,Y,M,26.44,1,0,8.85,0,Personal,Low Value and No Kids,5
1263,M,46,1,0,65619.7,Y,M,158.22,3,0,144.66,0,Business,High Income Families,32
1264,F,41,2,1,95620.3,Y,M,104.53,3,0,93.61,0,Business,High Income Families,21
1265,F,70,2,1,85275,N,D,174.09,3,0,151.61,0,Personal,Married No Kids,35
1266,F,61,2,1,66921.4,Y,M,24.67,3,0,8.97,0,Business,High Income Families,5
1267,F,55,2,1,98453.6,Y,M,25.38,2,0,11.65,0,Personal,Married No Kids,5
1268,F,27.746667,3,2,94026.8,Y,M,35.63,3,0,10.62,0,Business,High Income Families,7
1270,F,42,3,2,57420,Y,S,277.72,3,0,252.53,1,Personal,Married No Kids,56
1271,M,56.193333,1,0,80000,N,M,34.35,1,3.73,26.69,1,Business,High Income Families,7
1273,M,61,3,2,47639.1,N,M,57.11,4,0,39.62,0,Business,High Income Families,11
1274,F,52.36,3,2,63234.5,Y,M,1.16,4,0,1.16,0,Personal,Low Value and No Kids,0
1275,F,65,3,2,46945,N,S,49.6,2,4.62,26.01,0,Business,High Income Families,10
1276,M,59,1,0,3911.9,N,M,39.36,1,8.48,25.14,0,Business,High Income Families,8
1277,F,60,1,0,71816.1,Y,M,51.83,4,0,25.26,0,Business,High Income Families,10
1278,F,42.626667,3,2,18296.4,Y,M,10.47,1,0,10.39,0,Business,High Income Families,2
1279,F,22.226667,1,0,39461,N,S,126.68,2,0.28,103.52,1,Business,High Income Families,25
1280,F,57,2,1,71502.5,N,M,0.68,2,0,0.68,0,Business,High Income Families,0
1281,F,52,2,1,66000,N,S,86.12,4,0,63.29,0,Personal,Married No Kids,17
1282,F,52,2,1,95011.5,N,M,2.83,2,0,2.83,0,Business,High Income Families,1
1283,M,54.96,2,1,47371,Y,M,270.97,2,7.69,258.29,0,Business,High Income Families,54
1284,F,39.746667,3,2,52957,Y,M,151.32,4,0,125.52,2,Personal,Low Value and No Kids,30
1285,F,64.853333,3,2,86747.1,N,S,57.4,3,0,37.24,0,Personal,Married No Kids,11
1286,F,50.313333,1,0,57942.4,N,M,124.69,3,0,105.33,0,Personal,Low Value and No Kids,25
1287,F,63.186667,2,1,87404.6,N,M,160.84,4,0,139.2,0,Personal,Married No Kids,32
1288,M,55,3,2,20919,N,S,164.54,1,4.92,153.36,0,Business,High Income Families,33
1289,F,20.16,3,2,85394,Y,M,35.69,4,2.02,14.38,1,Personal,Married No Kids,7
1290,F,39.786667,1,0,2121.36,N,S,38.8,1,0,36.78,1,Business,High Income Families,8
1291,F,56.3,3,2,63566.1,Y,M,73.03,3,0,65.09,0,Personal,Low Value and No Kids,15
1292,F,48,1,0,52089.6,N,M,23.87,2,0,13.05,0,Business,High Income Families,5
1293,F,65,2,1,58328.8,N,S,131.25,3,0,123.88,0,Business,High Income Families,26
1294,F,12.846667,1,0,89813.6,N,S,166.18,4,1.96,149.26,0,Business,High Income Families,33
1295,F,50.08,3,2,25738.4,N,M,48.67,2,9.57,19.2,0,Personal,Low Value and No Kids,10
1296,F,33.493333,3,2,82644.2,Y,M,41.85,2,0,19.88,0,Business,High Income Families,8
1297,F,14.04,2,1,27783.6,N,S,29.58,2,6.53,18.07,0,Business,High Income Families,6
1298,F,59,2,1,86252.8,Y,S,45.44,4,0,43.97,0,Business,High Income Families,9
1299,F,60,2,1,38738.3,N,M,59.73,1,0,48.18,0,Business,High Income Families,12
1300,F,41.666667,3,2,60485.5,N,M,40.41,4,0,28.7,0,Personal,Married No Kids,8
1301,F,60.593333,2,1,56722.8,N,M,74.77,4,6.21,51.17,0,Business,High Income Families,15
1302,F,48.373333,1,0,55000,N,M,29.04,4,0,28.66,0,Business,High Income Families,6
1303,F,31.913333,3,2,809.43,Y,M,2.89,1,0,2.89,0,Personal,Low Value and No Kids,1
1304,M,58.28,2,1,76529.8,N,S,43.89,2,5.36,20.05,0,Business,High Income Families,9
1305,F,63.253333,3,2,34577.7,N,M,145.75,2,0,116.57,3,Personal,Low Value and No Kids,29
1306,M,61.02,1,0,23000,Y,M,74.4,4,0,45.47,0,Personal,Low Value and No Kids,15
1307,F,55,1,0,77000,N,M,73.02,1,0,45.46,0,Personal,Married No Kids,15
1308,F,52.166667,3,2,19008.4,Y,S,147.74,1,0,137.19,0,Business,High Income Families,30
1309,F,55.966667,1,0,98056.3,N,M,150.67,3,0,126.96,0,Personal,Married No Kids,30
1310,M,53.213333,1,0,73400,Y,M,2.21,1,0,2.21,0,Personal,Low Value and No Kids,0
1311,F,57,1,0,53432.2,Y,M,96.04,1,0,83.48,0,Personal,Low Value and No Kids,19
1312,M,52.74,1,0,78894.2,N,M,46.65,3,1.41,43.23,0,Personal,Low Value and No Kids,9
1313,M,20.92,2,1,16432.1,Y,S,109.78,3,8.89,80.47,0,Personal,Low Value and No Kids,22
1314,M,54.446667,1,0,62797.9,N,M,68.09,3,4.28,55.48,0,Personal,Low Value and No Kids,14
1315,M,42.233333,2,1,71329.9,Y,S,63.75,1,3.55,45.92,0,Business,High Income Families,13
1316,F,52,1,0,91498.9,N,S,46.88,2,0,25.35,0,Business,High Income Families,9
1317,M,49.266667,1,0,3601.71,N,S,125.6,4,4.19,111.84,0,Personal,Married No Kids,25
1318,F,50.313333,2,1,33084.3,Y,S,125.05,1,0,105.28,0,Personal,Low Value and No Kids,25
1319,F,53.013333,1,0,20913.6,N,S,95.93,1,7.16,65.77,0,Business,High Income Families,19
1320,M,55,1,0,62724.5,Y,M,82.69,4,8.29,52.4,0,Personal,Married No Kids,17
1321,F,48,2,1,49553.9,Y,S,78.54,1,0,48.6,0,Business,High Income Families,16
1322,F,39.213333,2,1,540.4,Y,S,20.1,4,0,7.75,0,Personal,Married No Kids,4
1323,F,27,1,0,57255.4,N,M,107.41,1,1.98,78.37,1,Business,High Income Families,21
1324,F,45,2,1,71941.5,Y,S,103.21,3,7.34,87.88,0,Personal,Low Value and No Kids,21
1325,F,22,3,2,72583,Y,S,41.3,2,8.21,27.12,1,Personal,Low Value and No Kids,8
1326,M,17.006667,3,2,67339.8,N,M,81.72,3,5.19,48.69,0,Business,High Income Families,16
1327,F,60,2,1,88759.5,N,M,143.93,2,0,114.62,1,Business,High Income Families,29
1328,M,46.38,2,1,75799.9,N,M,94.06,2,7.02,64.8,0,Business,High Income Families,19
1329,F,53.06,3,2,15688.5,N,S,22.42,1,0,8.03,0,Business,High Income Families,4
1330,F,16.073333,1,0,43382.3,N,S,138.37,4,8.76,99.94,0,Personal,Low Value and No Kids,28
1331,M,25,1,0,2805.01,Y,S,38.08,1,6.46,11.68,0,Business,High Income Families,8
1332,F,62.053333,1,0,5185.31,N,S,52.9,3,5.99,30.51,0,Business,High Income Families,11
1333,F,16.06,1,0,42000,N,S,134.45,2,0,108.44,0,Business,High Income Families,27
1334,F,22.433333,1,0,38000,N,S,106.53,2,8.28,75.27,0,Personal,Low Value and No Kids,21
1335,F,19,2,1,81641.2,Y,M,98.76,2,6.61,78.21,0,Business,High Income Families,20
1336,F,41.92,3,2,80087.7,N,M,31.56,4,0,22.82,0,Business,High Income Families,6
1337,F,38.04,3,2,59691.3,N,M,278.65,3,0,256.7,0,Business,High Income Families,56
1339,F,43,3,2,11251.1,Y,S,141.91,2,0,113.48,0,Business,High Income Families,28
1341,M,49.62,1,0,70908.7,N,M,55.47,1,4.55,43.2,0,Business,High Income Families,11
1342,M,40.18,1,0,94928.3,N,S,93.78,1,5.61,73.74,0,Business,High Income Families,19
1344,F,40.46,3,2,50622.3,N,M,112.72,3,2.07,90.19,0,Personal,Married No Kids,23
1346,M,50,1,0,78000,Y,M,39.32,2,4.27,18.84,0,Personal,Low Value and No Kids,8
1350,M,52.266667,2,1,78000,Y,M,92.37,2,0,62.81,0,Personal,Low Value and No Kids,18
1352,F,57.62,3,2,93559.1,N,S,31.42,4,0,29.9,0,Business,High Income Families,6
1353,F,60.593333,2,1,56722.8,N,M,74.77,4,6.21,51.17,0,Business,High Income Families,15
1355,M,39,2,1,80000,N,M,3.22,2,0,3.22,0,Business,High Income Families,1
1356,F,22.76,3,2,3416.62,Y,S,123.7,2,0,104.73,0,Business,High Income Families,25
1357,F,55.633333,1,0,73069.1,Y,M,10.39,4,0,10.22,0,Personal,Married No Kids,2
1358,M,53.213333,1,0,80000,Y,M,40.9,4,0,25.62,0,Business,High Income Families,8
1359,F,45.666667,3,2,8032.16,N,M,88.77,1,0,59.08,0,Business,High Income Families,18
1360,F,48.533333,1,0,93454.3,Y,S,44.13,1,0,25.18,0,Personal,Married No Kids,9
1361,M,15.38,1,0,5745,Y,M,44.11,3,0,17.71,0,Business,High Income Families,9
1362,F,60,1,0,83287,N,S,215.96,1,7.35,208.19,0,Personal,Married No Kids,43
1363,F,49.133333,1,0,92564.1,Y,S,74.86,1,0,51.68,0,Personal,Married No Kids,15
1365,M,48,1,0,70000,Y,S,90.25,3,3.14,82.19,0,Personal,Low Value and No Kids,18
1367,F,49.333333,3,2,48322.5,Y,M,50.29,2,0,43.6,0,Business,High Income Families,10
1369,M,35.346667,3,2,78373.5,N,S,199.91,2,8.91,184.02,0,Personal,Married No Kids,40
1370,F,49.66,3,2,81913.8,Y,M,53.03,2,0,46.33,0,Business,High Income Families,11
1373,F,38.26,1,0,919.93,N,S,120.71,2,0,93.42,0,Personal,Low Value and No Kids,24
1374,F,30.946667,3,2,69486.8,N,M,17.11,1,0,9.39,1,Business,High Income Families,3
1375,F,33.533333,3,2,24482.8,N,M,2,1,0,2,0,Personal,Low Value and No Kids,0
1377,F,64.606667,1,0,14573.6,N,M,263.58,4,0,236.97,0,Business,High Income Families,53
1378,F,52.153333,3,2,92103.8,N,M,14.86,2,0,7.43,0,Business,High Income Families,3
1379,F,36.68,3,2,8392.14,Y,S,87.16,3,7.33,54.8,0,Personal,Low Value and No Kids,17
1380,F,63.786667,1,0,17138.2,N,S,104.69,4,0,84.67,0,Business,High Income Families,21
1382,F,57.406667,3,2,47010.1,N,M,167.31,1,0,164.76,0,Business,High Income Families,33
1384,F,44.433333,2,1,67239.4,N,D,66.7,4,0,53.81,0,Personal,Married No Kids,13
1385,M,46.826667,2,1,69406.7,Y,M,142.23,4,7.21,128.1,1,Business,High Income Families,28
1387,F,50.88,3,2,83259.3,N,M,4.46,1,0,4.46,0,Business,High Income Families,1
1394,F,52.513333,3,2,2185.6,N,M,28.07,3,0,20.95,1,Personal,Low Value and No Kids,6
1396,M,62.08,2,1,76511.3,N,M,42.52,3,3.46,17.37,0,Business,High Income Families,9
1398,F,22,2,1,35000,N,M,34.61,3,0,8.84,0,Personal,Low Value and No Kids,7
1399,F,49.046667,3,2,11234.7,Y,M,113.42,3,0,112.72,0,Business,High Income Families,23
1401,F,39.96,3,2,36660.9,Y,M,3.36,3,0,3.36,1,Personal,Low Value and No Kids,1
1403,F,34.4,3,2,68462.8,N,M,90.84,4,5.93,60.51,0,Business,High Income Families,18
1406,F,47.02,3,2,72841.3,N,M,82.53,3,0,72.16,0,Business,High Income Families,17
1407,F,46.146667,3,2,63670.8,Y,M,78.87,2,0,51.47,0,Personal,Married No Kids,16
1408,M,77,1,0,66666,N,S,70.7,3,5.24,35.73,0,Business,High Income Families,14
1409,F,45.486667,2,1,77000,Y,S,120.53,2,0,100.08,0,Personal,Married No Kids,24
1410,M,56.173333,1,0,12387.6,N,M,93.85,2,0,65.93,0,Personal,Married No Kids,19
1412,F,64.64,2,1,82931.3,N,M,137.25,2,0,118,0,Personal,Married No Kids,27
1413,F,44.026667,3,2,57483.9,N,M,44.3,3,0,27.29,0,Personal,Low Value and No Kids,9
1415,F,45.526667,3,2,21274,N,S,43.31,3,0,32.43,0,Personal,Married No Kids,9
1416,F,30.093333,3,2,28267,N,M,214.41,4,0,192.53,0,Business,High Income Families,43
1418,F,55.793333,3,2,36725.1,N,M,94.88,3,9.22,77,0,Personal,Low Value and No Kids,19
1422,M,57.546667,2,1,94188.3,N,S,41.51,3,0.86,19.78,0,Business,High Income Families,8
1425,F,41.98,3,2,91861,Y,M,22.06,2,0,6.74,0,Business,High Income Families,4
1428,F,33.493333,2,1,12374.9,Y,S,123.59,1,0,106.1,0,Personal,Married No Kids,25
1429,F,26.833333,3,2,69133.9,Y,M,46.32,4,0,37.73,0,Personal,Low Value and No Kids,9
1431,F,29.446667,3,2,84948,Y,M,23.73,2,0,12.58,0,Personal,Low Value and No Kids,5
1432,F,40.96,3,2,30998.8,N,M,52.91,1,0,50.5,0,Personal,Married No Kids,11
1438,M,35.653333,3,2,21416.5,N,M,27.61,1,9.17,8.53,0,Business,High Income Families,6
1442,M,16.7,3,2,78554.2,N,M,35.88,4,7.26,23.03,0,Personal,Married No Kids,7
1443,M,14.693333,2,1,3960.5,N,S,96.13,4,0,66.35,0,Personal,Married No Kids,19
1445,M,63.766667,1,0,60101.1,Y,M,157.96,4,6.11,124.14,2,Personal,Low Value and No Kids,32
1446,F,30.886667,3,2,38215.9,N,M,0.97,2,0,0.97,0,Personal,Married No Kids,0
1447,F,24,2,1,40120,N,M,176.61,1,0,160.42,0,Business,High Income Families,35
1448,F,47.966667,3,2,49745.3,N,M,27.28,3,0,24.44,0,Personal,Low Value and No Kids,5
1450,F,13.86,3,2,88427,N,M,69.97,3,4.16,43.34,0,Business,High Income Families,14
1451,F,26.273333,3,2,98003.7,Y,M,84.42,1,0,83.39,0,Business,High Income Families,17
1452,M,53.693333,1,0,89142.7,N,S,16.91,3,8.13,5.01,0,Business,High Income Families,3
1453,F,63.086667,1,0,74530.8,N,S,127.89,2,0.49,106.5,0,Personal,Married No Kids,26
1455,F,24,1,0,40120,N,S,265.78,3,0,262.91,0,Business,High Income Families,53
1460,F,48.206667,3,2,76289.2,N,M,104.63,3,0,82.43,0,Business,High Income Families,21
1462,M,63.933333,2,1,66931.9,N,M,17.46,3,0.39,5.35,0,Business,High Income Families,3
1463,F,23,1,0,40120,Y,S,108.3,4,0,99.73,0,Business,High Income Families,22
1464,F,24,2,1,14085.5,N,M,48.08,3,0,26.78,0,Personal,Married No Kids,10
1465,F,21,1,0,32962.6,N,S,168.28,4,0,154.77,0,Business,High Income Families,34
1466,F,22,1,0,42000,N,S,65.79,4,0,61.44,0,Business,High Income Families,13
1467,F,20,3,2,43000,N,S,41.78,1,0,35.73,0,Personal,Married No Kids,8
1468,F,56.72,2,1,77726.4,N,D,23.52,2,0,9.51,0,Personal,Married No Kids,5
1469,F,18,3,2,42000,N,S,62.95,4,2.22,38.18,0,Business,High Income Families,13
1470,F,45.673333,2,1,2800.68,N,S,134.75,1,0,106.3,0,Business,High Income Families,27
1474,F,44.926667,3,2,90271.6,N,M,110.4,2,0,96.43,0,Business,High Income Families,22
1479,F,31.126667,3,2,64816.6,Y,M,27.87,2,0,6.87,0,Business,High Income Families,6
1480,F,44.98,3,2,98217.1,N,M,42.74,4,0,13.24,0,Business,High Income Families,9
1482,F,53.506667,2,1,2929.13,N,S,102.23,3,0,88.23,0,Personal,Low Value and No Kids,20
1484,F,44.093333,3,2,41876.6,Y,M,139.44,4,0,132.65,0,Business,High Income Families,28
1485,M,64.76,1,0,96223.4,Y,M,18.18,2,0.63,5.73,0,Business,High Income Families,4
1486,F,61.693333,1,0,15989.3,N,S,29.17,3,0,25.49,1,Business,High Income Families,6
1487,M,62.426667,1,0,69168.4,Y,M,234.91,4,6.01,214.73,0,Business,High Income Families,47
1488,M,33,2,1,92148.5,Y,M,113.68,2,0,100.9,0,Business,High Income Families,23
1489,M,19.76,1,0,96681,Y,M,73.76,2,7.66,40.92,0,Business,High Income Families,15
1490,M,33,1,0,62705.9,Y,S,33.44,2,0,6.81,0,Business,High Income Families,7
1491,M,29.026667,1,0,80221.2,N,S,50.48,2,0,49.56,0,Personal,Married No Kids,10
1492,M,32,1,0,84479.2,N,S,56.23,2,0,43.01,0,Business,High Income Families,11
1493,F,38.193333,3,2,64977.4,N,M,45.77,2,0,17.66,0,Business,High Income Families,9
1494,F,50.553333,1,0,77994,N,M,102.02,1,0,89.62,0,Personal,Low Value and No Kids,20
1495,M,34.946667,3,2,90103.7,N,M,66.45,2,8.87,45.34,0,Business,High Income Families,13
1496,F,30.18,1,0,59008.4,Y,M,31.59,1,0,18.73,0,Business,High Income Families,6
1497,M,52.873333,3,2,5265.35,N,M,31.1,4,5.3,23.46,0,Personal,Married No Kids,6
1498,M,21.64,2,1,84978.1,N,S,88.79,2,7.68,76.07,0,Personal,Low Value and No Kids,18
1499,F,49.986667,3,2,36647.9,N,M,107.38,1,0,85.96,0,Business,High Income Families,21
1500,F,41.226667,1,0,64319.2,N,S,40.16,1,0,37.15,0,Personal,Low Value and No Kids,8
1501,F,48.246667,2,1,73338,N,S,29.93,2,0,9.01,0,Personal,Married No Kids,6
1502,F,60.746667,1,0,433.74,N,S,44.22,1,0,40.91,0,Business,High Income Families,9
1503,F,45.36,3,2,16962.2,N,M,27.57,2,0,8.96,0,Business,High Income Families,6
1505,M,26.026667,3,2,10708.3,N,M,142.95,4,4.85,117.26,0,Personal,Low Value and No Kids,29
1508,F,20.3,1,0,2031.61,N,M,109.04,3,0,87.4,0,Business,High Income Families,22
1512,F,43,3,2,16938.5,N,S,22.11,4,0,8.76,0,Personal,Low Value and No Kids,4
1515,F,47,1,0,55221,N,M,15.69,3,0,15.2,0,Business,High Income Families,3
1516,F,48,2,1,8073.11,N,M,89.05,3,0,60.35,0,Personal,Married No Kids,18
1517,M,53.68,1,0,95448.6,Y,M,29.46,4,0,5.21,0,Personal,Low Value and No Kids,6
1518,M,17.006667,2,1,24141.5,Y,S,125.87,1,0,97.05,0,Business,High Income Families,25
1519,M,63.173333,3,2,63152.6,Y,S,70.01,2,0,40.07,0,Business,High Income Families,14
1521,M,55.64,3,2,72084.7,N,S,38.13,2,0,9.02,0,Business,High Income Families,8
1522,F,52.646667,1,0,42760.5,N,S,53.7,2,0,40.23,0,Business,High Income Families,11
1523,F,62,2,1,49072,N,S,34.25,2,0,10.74,0,Personal,Married No Kids,7
1524,F,41,1,0,27371.8,Y,M,142.7,4,0,126.55,0,Business,High Income Families,29
1528,M,41.913333,1,0,71472.9,N,M,130.22,1,0,114.2,0,Personal,Low Value and No Kids,26
1529,F,43,1,0,95405.7,N,M,13.96,4,0,6.21,0,Business,High Income Families,3
1530,F,46,1,0,95786.8,Y,S,108.79,4,0,87.46,0,Business,High Income Families,22
